Date,Open,High,Low,Close,Adj Close,Volume
2003-07-14,190.515060,215.097641,190.515060,208.951996,101.090431,2396676086
2003-07-15,215.097641,221.243286,208.951996,208.951996,101.090431,841825534
2003-07-16,208.951996,208.951996,202.806351,202.806351,98.117195,147014628
2003-07-17,202.806351,208.951996,202.806351,208.951996,101.090431,222191824
2003-07-18,202.806351,208.951996,202.806351,208.951996,101.090431,82279783
2003-07-21,208.951996,215.097641,202.806351,208.951996,101.090431,201325428
2003-07-22,208.951996,208.951996,202.806351,208.951996,101.090431,2815000
2003-07-23,202.806351,208.951996,202.806351,208.951996,101.090431,198077194
2003-07-24,202.806351,202.806351,190.515060,202.806351,98.117195,364019855
2003-07-25,196.660706,202.806351,196.660706,202.806351,98.117195,243745698
2003-07-28,196.660706,202.806351,190.515060,196.660706,95.143959,70956728
2003-07-29,196.660706,196.660706,190.515060,196.660706,95.143959,76474862
2003-07-30,190.515060,190.515060,178.223755,190.515060,92.170677,294208246
2003-07-31,184.369400,190.515060,184.369400,190.515060,92.170677,59649944
2003-08-01,184.369400,190.515060,184.369400,190.515060,92.170677,76643680
2003-08-04,190.515060,190.515060,178.223755,190.515060,92.170677,265234485
2003-08-05,184.369400,196.660706,178.223755,184.369400,89.197433,441336776
2003-08-06,184.369400,184.369400,172.078110,184.369400,89.197433,545062634
2003-08-07,184.369400,190.515060,184.369400,190.515060,92.170677,161856434
2003-08-08,190.515060,190.515060,184.369400,190.515060,92.170677,16902207
2003-08-11,184.369400,190.515060,184.369400,190.515060,92.170677,11477636
2003-08-12,184.369400,190.515060,184.369400,190.515060,92.170677,51603599
2003-08-13,190.515060,190.515060,184.369400,190.515060,92.170677,27718806
2003-08-14,184.369400,190.515060,184.369400,190.515060,92.170677,30484992
2003-08-15,184.369400,190.515060,184.369400,190.515060,92.170677,29732427
2003-08-18,190.515060,190.515060,190.515060,190.515060,92.170677,0
2003-08-19,190.515060,196.660706,184.369400,190.515060,92.170677,223406098
2003-08-20,184.369400,190.515060,184.369400,190.515060,92.170677,33718988
2003-08-21,184.369400,208.951996,184.369400,208.951996,101.090431,379821690
2003-08-22,208.951996,208.951996,202.806351,208.951996,101.090431,67909856
2003-08-25,202.806351,208.951996,196.660706,208.951996,101.090431,140322900
2003-08-26,202.806351,208.951996,196.660706,208.951996,101.090431,42513831
2003-08-27,202.806351,208.951996,202.806351,208.951996,101.090431,35999058
2003-08-28,208.951996,208.951996,202.806351,208.951996,101.090431,41338203
2003-08-29,208.951996,208.951996,196.660706,208.951996,101.090431,203461086
2003-09-01,202.806351,202.806351,196.660706,202.806351,98.117195,240944935
2003-09-02,196.660706,196.660706,190.515060,196.660706,95.143959,157816990
2003-09-03,196.660706,202.806351,190.515060,202.806351,98.117195,154054164
2003-09-04,202.806351,215.097641,202.806351,215.097641,104.063683,430583230
2003-09-05,208.951996,221.243286,208.951996,215.097641,104.063683,289109108
2003-09-08,215.097641,215.097641,202.806351,208.951996,101.090431,260137382
2003-09-09,208.951996,208.951996,202.806351,208.951996,101.090431,98276879
2003-09-10,202.806351,208.951996,202.806351,208.951996,101.090431,63500231
2003-09-11,202.806351,208.951996,202.806351,208.951996,101.090431,33782041
2003-09-12,202.806351,208.951996,202.806351,208.951996,101.090431,118565630
2003-09-15,202.806351,215.097641,202.806351,215.097641,104.063683,209058544
2003-09-16,208.951996,215.097641,202.806351,208.951996,101.090431,71086902
2003-09-17,208.951996,215.097641,208.951996,215.097641,104.063683,73562231
2003-09-18,208.951996,215.097641,208.951996,215.097641,104.063683,66622359
2003-09-19,208.951996,215.097641,208.951996,215.097641,104.063683,48438757
2003-09-22,215.097641,215.097641,215.097641,215.097641,104.063683,0
2003-09-23,208.951996,208.951996,202.806351,208.951996,101.090431,88879984
2003-09-24,208.951996,215.097641,208.951996,215.097641,104.063683,129640542
2003-09-25,208.951996,215.097641,208.951996,215.097641,104.063683,88495565
2003-09-26,208.951996,215.097641,208.951996,215.097641,104.063683,16196423
2003-09-29,208.951996,208.951996,202.806351,208.951996,101.090431,111861698
2003-09-30,208.951996,208.951996,202.806351,208.951996,101.090431,35612605
2003-10-01,208.951996,215.097641,202.806351,215.097641,104.063683,270471932
2003-10-02,208.951996,215.097641,208.951996,215.097641,104.063683,55885084
2003-10-03,208.951996,215.097641,208.951996,215.097641,104.063683,6187306
2003-10-06,215.097641,215.097641,208.951996,215.097641,104.063683,30779916
2003-10-07,208.951996,208.951996,202.806351,208.951996,101.090431,216848611
2003-10-08,208.951996,208.951996,202.806351,208.951996,101.090431,112071196
2003-10-09,208.951996,208.951996,202.806351,208.951996,101.090431,147478371
2003-10-10,208.951996,227.388931,208.951996,227.388931,110.010178,738640709
2003-10-13,227.388931,233.534576,221.243286,227.388931,110.010178,130022926
2003-10-14,227.388931,251.971527,227.388931,245.825882,118.929947,333138240
2003-10-15,245.825882,245.825882,233.534576,239.680222,115.956665,169557007
2003-10-16,239.680222,239.680222,227.388931,233.534576,112.983437,246896302
2003-10-17,233.534576,233.534576,227.388931,233.534576,112.983437,24128867
2003-10-20,233.534576,233.534576,227.388931,233.534576,112.983437,45377647
2003-10-21,233.534576,233.534576,221.243286,227.388931,110.010178,106953752
2003-10-22,227.388931,233.534576,221.243286,227.388931,110.010178,153537538
2003-10-23,227.388931,233.534576,215.097641,221.243286,107.036934,233053170
2003-10-24,221.243286,227.388931,221.243286,227.388931,110.010178,85916504
2003-10-27,221.243286,227.388931,221.243286,227.388931,110.010178,108818893
2003-10-28,221.243286,227.388931,221.243286,227.388931,110.010178,179881388
2003-10-29,221.243286,227.388931,221.243286,227.388931,110.010178,128837128
2003-10-30,227.388931,233.534576,221.243286,227.388931,110.010178,95842229
2003-10-31,227.388931,239.680222,221.243286,233.534576,112.983437,171670291
2003-11-03,233.534576,233.534576,227.388931,233.534576,112.983437,13898048
2003-11-04,233.534576,239.680222,233.534576,233.534576,112.983437,94172348
2003-11-05,233.534576,233.534576,227.388931,233.534576,112.983437,157792582
2003-11-06,233.534576,233.534576,221.243286,227.388931,110.010178,250612347
2003-11-07,221.243286,221.243286,215.097641,221.243286,107.036934,169550905
2003-11-10,221.243286,227.388931,208.951996,215.097641,104.063683,225499043
2003-11-11,208.951996,215.097641,202.806351,208.951996,101.090431,225806171
2003-11-12,208.951996,208.951996,202.806351,208.951996,101.090431,106315089
2003-11-13,208.951996,208.951996,196.660706,208.951996,101.090431,464108992
2003-11-14,202.806351,208.951996,202.806351,208.951996,101.090431,75012444
2003-11-17,208.951996,208.951996,196.660706,202.806351,98.117195,49408956
2003-11-18,202.806351,215.097641,202.806351,215.097641,104.063683,208879556
2003-11-19,208.951996,215.097641,202.806351,208.951996,101.090431,97001586
2003-11-20,208.951996,215.097641,208.951996,215.097641,104.063683,30065996
2003-11-21,215.097641,227.388931,208.951996,227.388931,110.010178,444757897
2003-11-24,227.388931,227.388931,227.388931,227.388931,110.010178,0
2003-11-25,227.388931,227.388931,227.388931,227.388931,110.010178,0
2003-11-26,227.388931,227.388931,227.388931,227.388931,110.010178,0
2003-11-27,227.388931,227.388931,227.388931,227.388931,110.010178,0
2003-11-28,227.388931,227.388931,227.388931,227.388931,110.010178,0
2003-12-01,227.388931,233.534576,221.243286,227.388931,110.010178,120841631
2003-12-02,227.388931,233.534576,227.388931,233.534576,112.983437,357602711
2003-12-03,227.388931,233.534576,227.388931,233.534576,112.983437,69138368
2003-12-04,227.388931,227.388931,221.243286,227.388931,110.010178,75158889
2003-12-05,227.388931,227.388931,221.243286,227.388931,110.010178,7668029
2003-12-08,221.243286,233.534576,221.243286,233.534576,112.983437,56784095
2003-12-09,227.388931,233.534576,227.388931,233.534576,112.983437,29577846
2003-12-10,227.388931,239.680222,227.388931,239.680222,115.956665,89520681
2003-12-11,233.534576,239.680222,233.534576,239.680222,115.956665,84157128
2003-12-12,233.534576,245.825882,233.534576,245.825882,118.929947,143493844
2003-12-15,245.825882,245.825882,233.534576,239.680222,115.956665,145397630
2003-12-16,239.680222,245.825882,233.534576,245.825882,118.929947,319842243
2003-12-17,233.534576,239.680222,227.388931,233.534576,118.929932,114916706
2003-12-18,233.534576,239.680222,233.534576,233.534576,118.929932,255524360
2003-12-19,233.534576,245.825882,233.534576,239.680222,122.059654,249257730
2003-12-22,239.680222,251.971527,239.680222,251.971527,128.319122,147128530
